rowid,user,ts,ts converted,new ts,,channel,text,agreeableness,conscientiousness,extraversion,openness,adventurer,advocate,architect,campaigner,commander,consul,debater,defender,entertainer,entrepreneur,executive,logician,logistician,mediator,protagonist,virtuoso,anger,fear,joy,sadness,surprise,final_sentiment
833,U0X6CUQ3D,16/04/2016 4:33,17/04/2016 2:21,17/04/2016 2:21,21,General,random thought tracking idea suggestion role conversation starter,0.542990677,0.43701099,0.522378298,0.575694556,0.067108481,0.070436858,0.055773639,0.091660064,0.054799185,0.049783733,0.072578697,0.050669001,0.065935989,0.05220974,0.039419986,0.073869312,0.040120963,0.09328999,0.069206213,0.053138149,0.023257529,0.099744931,0.031354088,0.03792344,0.807720065,0.549709499
834,U0X6CUQ3D,16/04/2016 4:33,17/04/2016 2:21,17/04/2016 2:21,21,General,much gold mine,0.572170043,0.487111603,0.539406188,0.424217113,0.088305477,0.049439622,0.032404171,0.065176555,0.039358901,0.098822421,0.042718616,0.081360468,0.107258,0.070300022,0.064771093,0.035170223,0.053326024,0.053659837,0.060050579,0.057877986,0.181782693,0.331741631,0.250803232,0.151683182,0.083989255,0.856549799
835,U0WDYEG6S,16/04/2016 5:19,17/04/2016 3:07,17/04/2016 3:07,21,Business Understanding,yep think good idea,0.573058767,0.460898164,0.511824881,0.561197821,0.067302211,0.085355566,0.05893426,0.085660668,0.054516656,0.057385539,0.05914492,0.062035615,0.062257361,0.042985967,0.039622188,0.063937563,0.042832861,0.09260194,0.078957469,0.046469214,0.016635325,0.056194767,0.096046738,0.020299178,0.810823917,0.829625428
836,U0WDYEG6S,16/04/2016 6:53,17/04/2016 4:41,17/04/2016 4:41,21,Business Understanding,u x cuq project plan date issue,0.55802446,0.376233253,0.805762803,0.585255667,0.007844045,0.007836937,0.006417996,0.187048916,0.101455849,0.082127092,0.15318221,0.005195278,0.123998858,0.101547871,0.067257322,0.009690155,0.004254632,0.011832529,0.123886491,0.006423818,0.196945757,0.372019768,0.298248172,0.093302973,0.039483368,0.069933765
837,U0WDYEG6S,16/04/2016 6:53,17/04/2016 4:41,17/04/2016 4:41,21,Business Understanding,corrected minor one,0.518228426,0.491010314,0.416754386,0.632126298,0.048483146,0.123542523,0.117206767,0.058444977,0.060830715,0.027605813,0.055447684,0.053190038,0.025162919,0.023872464,0.026190076,0.106834908,0.05046224,0.11261,0.064118994,0.045996736,0.174063981,0.163243085,0.142180532,0.15855661,0.361955732,0.73343277
838,U0WDYEG6S,16/04/2016 6:54,17/04/2016 4:42,17/04/2016 4:42,21,Business Understanding,u say april instead may,0.535191452,0.472115621,0.668982688,0.27580168,0.063903154,0.007041609,0.005270578,0.036533808,0.018815617,0.156971112,0.027345209,0.043970308,0.228130062,0.170753191,0.117491387,0.007659863,0.032911359,0.010233748,0.025138083,0.047830906,0.115159512,0.073702104,0.097254761,0.201757938,0.512125731,0.262477845
839,U0WDYEG6S,16/04/2016 6:54,17/04/2016 4:42,17/04/2016 4:42,21,Business Understanding,duhita uploaded Happy share project plan docx,0.452901656,0.474068004,0.48371652,0.637893029,0.035191812,0.077621447,0.104933296,0.070843732,0.090640353,0.028769909,0.095770777,0.033306593,0.030398343,0.04109429,0.038892876,0.110872728,0.045025836,0.082014975,0.067048646,0.047574388,0.022769649,0.04751303,0.795029879,0.041505042,0.09318237,0.890639782
840,U0WDYEG6S,16/04/2016 6:54,17/04/2016 4:42,17/04/2016 4:42,21,Business Understanding,kept tracking,0.453449934,0.486029158,0.244925213,0.535100733,0.135679245,0.087538602,0.093743163,0.011176895,0.007943438,0.007630089,0.011969091,0.090045236,0.011496941,0.012311821,0.008170894,0.141251243,0.096427462,0.131902274,0.007417687,0.145295918,0.196215361,0.218758047,0.21094504,0.168404698,0.205676824,0.49320066
841,U0WDYEG6S,16/04/2016 6:55,17/04/2016 4:43,17/04/2016 4:43,21,Business Understanding,see thats meant say,0.436117441,0.388897013,0.671697572,0.442262698,0.050046685,0.00970321,0.012130818,0.082108233,0.039602105,0.063031905,0.102650565,0.019307776,0.163381734,0.204257561,0.078801602,0.031443665,0.024138312,0.025151189,0.03167697,0.062567667,0.180563107,0.167829335,0.074876428,0.477069974,0.099661134,0.389199227
842,U0WDYEG6S,16/04/2016 10:39,17/04/2016 8:27,17/04/2016 8:27,21,Data Preparation,hey u x cuq,0.553581772,0.388438162,0.739471544,0.413045562,0.040631575,0.008947404,0.006316319,0.104280639,0.03588261,0.112511523,0.073615737,0.019805099,0.23082542,0.162948592,0.079426236,0.012958379,0.013981186,0.018356239,0.050829642,0.0286834,0.082367048,0.183495179,0.350014508,0.105084233,0.279038996,0.720494211
843,U0WDYEG6S,16/04/2016 10:39,17/04/2016 8:27,17/04/2016 8:27,21,Data Preparation,export teh jira,0.308432087,0.502321162,0.320043105,0.611606805,0.042297298,0.055250023,0.151827926,0.023149248,0.048209027,0.010177981,0.063614493,0.032054198,0.013430412,0.036906982,0.027969249,0.200345395,0.088085437,0.072905479,0.017543215,0.116233635,0.185706943,0.26492238,0.180739865,0.179196924,0.189433888,0.559835315
844,U0WDYEG6S,16/04/2016 10:40,17/04/2016 8:28,17/04/2016 8:28,21,Data Preparation,duhita uploaded Happy share jira export xlsx,0.417447553,0.489584467,0.397593385,0.628592439,0.044021627,0.083764965,0.130209977,0.046657742,0.06580147,0.020183081,0.072527978,0.039938902,0.022246281,0.034581137,0.031373959,0.143520597,0.062083754,0.092327778,0.042330534,0.06843022,0.053694397,0.085207954,0.564039946,0.11647708,0.180580646,0.876091182
845,U0WDYEG6S,16/04/2016 10:40,17/04/2016 8:28,17/04/2016 8:28,21,Data Preparation,sample project,0.383998336,0.430303468,0.630831284,0.768141679,0.004821248,0.038761987,0.088872695,0.101072664,0.206483043,0.009980766,0.231737345,0.004295837,0.011201482,0.02568253,0.022883696,0.099742439,0.009849408,0.043502846,0.090057954,0.011054059,0.190252632,0.240726709,0.2579844,0.148395494,0.162640721,0.403893024
846,U0WDYEG6S,16/04/2016 10:40,17/04/2016 8:28,17/04/2016 8:28,21,Data Preparation,look,0.502218704,0.46558306,0.538452306,0.459149826,0.07825767,0.040281701,0.037551399,0.067520146,0.046620718,0.071962631,0.062943615,0.057963445,0.097158266,0.090572857,0.06708499,0.050698935,0.05403467,0.054385175,0.050010437,0.072953347,0.178256243,0.213963449,0.209911048,0.176371932,0.221497387,0.423458815
847,U0X6CUQ3D,16/04/2016 11:01,17/04/2016 8:49,17/04/2016 8:49,21,Data Preparation,whole export jira come xlsx transform,0.429435282,0.467553933,0.505475936,0.458562797,0.076120834,0.032325254,0.042611333,0.053853405,0.045905037,0.053027695,0.070989863,0.049222938,0.082004702,0.108099062,0.069901407,0.065896314,0.064885956,0.049989403,0.034823881,0.100342914,0.148440927,0.15581952,0.234698191,0.16817908,0.292862266,0.516019404
848,U0X6CUQ3D,16/04/2016 11:03,17/04/2016 8:51,17/04/2016 8:51,21,Data Preparation,okay see raw,0.559777768,0.478628156,0.702509199,0.387089513,0.034165101,0.01662291,0.012450199,0.081712272,0.058199892,0.151877784,0.061200718,0.032489899,0.159708706,0.119618355,0.113753162,0.01309214,0.02433423,0.017479999,0.077705712,0.025588919,0.17686817,0.315070033,0.187147409,0.140762508,0.18015185,0.422131747
849,U0X6CUQ3D,16/04/2016 11:03,17/04/2016 8:51,17/04/2016 8:51,21,Data Preparation,nothing,0.489593161,0.527806098,0.319885405,0.241549905,0.247076502,0.009473755,0.007441913,0.004567876,0.002282406,0.048201005,0.003588201,0.15716206,0.075777422,0.05952539,0.037863303,0.011699527,0.123455413,0.014893813,0.002905565,0.194085847,0.194313496,0.215993226,0.203641832,0.190407574,0.195643842,0.143708229
850,U0X6CUQ3D,16/04/2016 11:03,17/04/2016 8:51,17/04/2016 8:51,21,Data Preparation,comment,0.498054613,0.411207763,0.59435086,0.50925348,0.067814037,0.031247073,0.029670013,0.094546187,0.049063977,0.061287927,0.089774382,0.037062092,0.112141048,0.106481218,0.058194686,0.054288447,0.035191545,0.057174057,0.05167189,0.06439142,0.208361775,0.222154096,0.201372311,0.180216253,0.187895551,0.256704897
851,U0X6CUQ3D,16/04/2016 11:04,17/04/2016 8:52,17/04/2016 8:52,21,Data Preparation,time issue created,0.44703386,0.463784993,0.601833094,0.592585094,0.026364374,0.042215089,0.060494132,0.090692451,0.11848764,0.047079695,0.129962087,0.024036644,0.051638934,0.073998481,0.067465097,0.066352437,0.03444446,0.046303235,0.082685148,0.037780092,0.234603226,0.294273078,0.262324333,0.143051162,0.065748185,0.077691413
852,U0X6CUQ3D,16/04/2016 11:04,17/04/2016 8:52,17/04/2016 8:52,21,Data Preparation,wait mistaken,0.407282351,0.520444788,0.538021919,0.368065643,0.059596818,0.021091263,0.03204928,0.038312911,0.049424475,0.078023976,0.058218477,0.050594615,0.091906633,0.139656949,0.118561521,0.037751748,0.076881171,0.024843991,0.032525679,0.090560491,0.153745264,0.240338832,0.239507049,0.135417491,0.230991259,0.131289706
853,U0X6CUQ3D,16/04/2016 11:05,17/04/2016 8:53,17/04/2016 8:53,21,Data Preparation,yeh include commments,0.200454877,0.676036396,0.13935772,0.529745586,0.015392465,0.042441592,0.330042887,0.000981498,0.014142125,0.001222078,0.007632526,0.02852033,0.000659557,0.005128982,0.009503367,0.178124649,0.221785553,0.022905792,0.001818595,0.119698001,0.24601087,0.197419584,0.146109208,0.220032856,0.190427512,0.555685222
854,U0X6CUQ3D,16/04/2016 11:05,17/04/2016 8:53,17/04/2016 8:53,21,Data Preparation,okay mean use task tracking,0.486533338,0.432692186,0.626251446,0.537832661,0.041769918,0.032915465,0.035770577,0.101820167,0.077860754,0.063975714,0.110652123,0.029391549,0.090919342,0.098805752,0.069525018,0.050835499,0.031940993,0.046777946,0.071646118,0.045393071,0.392772406,0.416970491,0.055076301,0.109783642,0.025397174,0.305149585
855,U0X6CUQ3D,16/04/2016 11:05,17/04/2016 8:53,17/04/2016 8:53,21,Data Preparation,comment make particular issue,0.513200057,0.364743948,0.648446588,0.76736437,0.013587592,0.054555392,0.057424584,0.1701719,0.116479692,0.017922437,0.179121628,0.008835776,0.027560993,0.029010489,0.018865017,0.088307109,0.00930047,0.083894886,0.110659839,0.014302195,0.493847728,0.214543909,0.101606384,0.166268557,0.023733446,0.281729639
856,U0X6CUQ3D,16/04/2016 11:05,17/04/2016 8:53,17/04/2016 8:53,21,Data Preparation,need reference,0.39462826,0.527673346,0.498066138,0.422461205,0.05496315,0.031539997,0.052804461,0.040138239,0.062338508,0.060193076,0.067199691,0.050987151,0.064886957,0.10863415,0.100775629,0.056922175,0.085363007,0.033999499,0.037234664,0.092019651,0.218152508,0.225794539,0.170953572,0.195481032,0.189618379,0.840383232
857,U0X6CUQ3D,16/04/2016 11:06,17/04/2016 8:54,17/04/2016 8:54,21,Data Preparation,Happy share,0.79658857,0.39892442,0.604541192,0.614579272,0.068457165,0.126073599,0.019172465,0.159948394,0.023316141,0.079803256,0.024323927,0.065620856,0.083252566,0.012660517,0.012135968,0.02000115,0.009979199,0.131522836,0.153321433,0.010410527,0.145893604,0.173344314,0.326044589,0.143227175,0.211490288,0.965595961
858,U0X6CUQ3D,16/04/2016 11:06,17/04/2016 8:54,17/04/2016 8:54,21,Data Preparation,add slack connector jira,0.403144412,0.562570008,0.470096281,0.292398473,0.080466745,0.018144908,0.026883986,0.02025689,0.028766107,0.082522675,0.030013156,0.077123346,0.086100142,0.127568301,0.122267827,0.028049443,0.114268037,0.018931513,0.019415215,0.119221708,0.350682616,0.277369201,0.154528305,0.158358335,0.059061579,0.608990788
859,U0X6CUQ3D,16/04/2016 11:06,17/04/2016 8:54,17/04/2016 8:54,21,Data Preparation,way comment come across automatically,0.557174157,0.411617399,0.548555742,0.514563283,0.094515198,0.047294425,0.032396811,0.092821168,0.036685975,0.061753299,0.063582756,0.054533374,0.107028502,0.073314818,0.042301182,0.056148938,0.037355511,0.081968924,0.053555952,0.064743171,0.488148808,0.183445066,0.067784242,0.238826156,0.021795759,0.183782384
860,U0X6CUQ3D,16/04/2016 11:07,17/04/2016 8:55,17/04/2016 8:55,21,Data Preparation,good feature easy track analysis,0.406393011,0.495670848,0.596259733,0.559965374,0.022225034,0.035235038,0.063787252,0.071587716,0.13448096,0.048621963,0.129597809,0.023062457,0.046856446,0.084825904,0.088022083,0.061471067,0.041750793,0.033955615,0.074285089,0.040234776,0.011960527,0.027658084,0.281441718,0.012661526,0.666278124,0.953167915
861,U0WDYEG6S,16/04/2016 11:07,17/04/2016 8:55,17/04/2016 8:55,21,Data Preparation,slack already connecetd jira,0.455232799,0.52714634,0.58923866,0.412033716,0.040901957,0.028569077,0.036845165,0.054801164,0.077740754,0.094926399,0.070676343,0.044990287,0.086300305,0.111300373,0.122425325,0.033496994,0.058023384,0.025972965,0.06027878,0.052750718,0.151056364,0.299166143,0.181552559,0.155665129,0.212559745,0.555505633
862,U0X6CUQ3D,16/04/2016 11:08,17/04/2016 8:55,17/04/2016 8:55,21,Data Preparation,ship comment across jira slack automatically,0.519556115,0.453386065,0.551192052,0.503423756,0.069325728,0.04797473,0.042106167,0.081467726,0.054068092,0.067315031,0.071502094,0.052422378,0.089020446,0.07813092,0.059080642,0.055683103,0.046009752,0.063443957,0.061603852,0.06084538,0.344589114,0.199326992,0.176110566,0.199673489,0.080299862,0.704160511
863,U0X6CUQ3D,16/04/2016 11:08,17/04/2016 8:56,17/04/2016 8:56,21,Data Preparation,think connector,0.434997538,0.752074988,0.249016596,0.198748288,0.063340127,0.040726557,0.054314057,0.003337615,0.015338387,0.061638951,0.004451136,0.218266858,0.017887365,0.023855082,0.082203403,0.015761712,0.291086688,0.011818676,0.011501252,0.084472136,0.187118813,0.249344915,0.1995406,0.168610007,0.195385635,0.426091105
864,U0WDYEG6S,16/04/2016 11:09,17/04/2016 8:57,17/04/2016 8:57,21,Data Preparation,jira slack,0.480036845,0.510891481,0.655906195,0.373300068,0.03469327,0.016901777,0.019017112,0.059408556,0.0675443,0.124513621,0.066843812,0.035056837,0.123222316,0.138644159,0.140097082,0.01881989,0.039444362,0.016726492,0.060031126,0.039035293,0.18171221,0.23686707,0.2056036,0.167741716,0.208075404,0.503810704
865,U0WDYEG6S,16/04/2016 11:09,17/04/2016 8:57,17/04/2016 8:57,21,Data Preparation,via url,0.34442206,0.533219394,0.290973738,0.485577273,0.080957657,0.052119329,0.105302085,0.016959944,0.027260866,0.016673919,0.034265934,0.064407287,0.02095852,0.042344671,0.03368805,0.132360957,0.130128721,0.065512133,0.013492782,0.16356715,0.193028599,0.237088263,0.211984023,0.185742319,0.172156811,0.400242448
866,U0X6CUQ3D,16/04/2016 11:09,17/04/2016 8:57,17/04/2016 8:57,21,Data Preparation,yes comment jira come export,0.418996095,0.422819953,0.670820897,0.561687417,0.023607392,0.019340099,0.030774806,0.101661316,0.103830546,0.051122322,0.161767909,0.015152377,0.079648538,0.12674022,0.081348062,0.047947124,0.024111122,0.030131859,0.065251198,0.037565109,0.191987664,0.218887925,0.247442871,0.177037865,0.16464369,0.494378775
867,U0X6CUQ3D,16/04/2016 11:10,17/04/2016 8:58,17/04/2016 8:58,21,Data Preparation,use connector ship comment jira automatically slack,0.419033529,0.459937118,0.380844077,0.478209159,0.119045137,0.041871531,0.053672128,0.035122654,0.023971709,0.028310239,0.045021224,0.063386001,0.053169409,0.068154073,0.036288876,0.100801529,0.081249993,0.078638848,0.01870118,0.152595469,0.49620682,0.127412081,0.112792805,0.21874702,0.044841267,0.699851036
868,U0X6CUQ3D,16/04/2016 11:10,17/04/2016 8:58,17/04/2016 8:58,21,Data Preparation,preferably one related crisp,0.599654439,0.409006444,0.603806162,0.654624178,0.038590125,0.078669471,0.050391434,0.14215861,0.075366372,0.047769535,0.091059164,0.031939648,0.057716112,0.036969839,0.030598598,0.060883943,0.020458822,0.095050035,0.117659532,0.024718759,0.12036936,0.116891712,0.354914725,0.140437931,0.267386317,0.821305811
869,U0X6CUQ3D,16/04/2016 11:10,17/04/2016 8:58,17/04/2016 8:58,21,Data Preparation,otherwise without functionality need put comment ticket slack back jira item talking,0.455267918,0.429991862,0.635167646,0.544378283,0.035779892,0.027607674,0.035390681,0.099217841,0.085247913,0.057765526,0.127188803,0.023981365,0.086185431,0.110482365,0.074050471,0.052802447,0.030742063,0.041190299,0.06650046,0.045866767,0.407959104,0.116870634,0.054953538,0.413743824,0.006472874,0.400609702
870,U0X6CUQ3D,16/04/2016 11:10,17/04/2016 8:58,17/04/2016 8:58,21,Data Preparation,manually mean need parse data later analysis,0.275138212,0.450839539,0.261780118,0.788528308,0.015636222,0.063040344,0.226209499,0.013894669,0.030178729,0.001262648,0.049858643,0.009464383,0.002086037,0.007485386,0.004530798,0.373723448,0.033961322,0.104149715,0.008410246,0.056107911,0.374259293,0.299760878,0.143758446,0.140761837,0.041459553,0.299051464
871,U0WDYEG6S,16/04/2016 11:11,17/04/2016 8:58,17/04/2016 8:58,21,Data Preparation,oh realized comment jira export,0.462738795,0.407248199,0.666351294,0.619737158,0.02372208,0.029196983,0.03786718,0.12551184,0.108692293,0.045465045,0.162783238,0.015839513,0.068090818,0.088310743,0.058966126,0.056711861,0.02054314,0.043726922,0.08380574,0.030766476,0.123472959,0.198945895,0.118354775,0.294436932,0.264789462,0.398550838
872,U0X6CUQ3D,16/04/2016 11:11,17/04/2016 8:59,17/04/2016 8:59,21,Data Preparation,whereas done connector json output slack probably json attribute highlight parse attribute,0.185927625,0.488882132,0.193465466,0.583459506,0.043744307,0.022880231,0.134224572,0.003172964,0.00840262,0.001236181,0.018613874,0.019746925,0.002738446,0.016064819,0.007251933,0.29734052,0.115843348,0.050685353,0.00143233,0.256621577,0.180519685,0.15284209,0.189171478,0.236717343,0.240749389,0.259026229
873,U0X6CUQ3D,16/04/2016 11:12,17/04/2016 8:59,17/04/2016 8:59,21,Data Preparation,yeh problem least connector provides solution shipping comment slack,0.363695307,0.595783119,0.304104714,0.391651928,0.078392799,0.048701961,0.090907041,0.014313961,0.031030006,0.031076454,0.026718428,0.091043117,0.026758423,0.049947249,0.058007281,0.07827563,0.169941007,0.041934889,0.016623819,0.146327933,0.674068332,0.087770239,0.066224456,0.164126664,0.007810312,0.173978657
874,U0X6CUQ3D,16/04/2016 11:12,17/04/2016 9:00,17/04/2016 9:00,21,Data Preparation,could seperate entirely slack,0.454484011,0.403787671,0.669909799,0.682490767,0.01542467,0.033300668,0.047361701,0.133725973,0.13697114,0.032125995,0.19019107,0.011108485,0.044608503,0.063444211,0.045691028,0.065764019,0.015798985,0.046239592,0.096306303,0.021937656,0.396573484,0.221588418,0.070329368,0.261282682,0.05022607,0.379333466
875,U0X6CUQ3D,16/04/2016 11:12,17/04/2016 9:00,17/04/2016 9:00,21,Data Preparation,maybe jira discussion,0.497576715,0.439018923,0.624562591,0.533481444,0.042296723,0.035213484,0.036379916,0.101336031,0.078131428,0.067792237,0.104692745,0.031565734,0.090838676,0.09384767,0.070037827,0.048747519,0.032611336,0.04718455,0.075626337,0.043697785,0.165061653,0.234221101,0.185725063,0.150691569,0.264300674,0.641878605
876,U0X6CUQ3D,16/04/2016 11:12,17/04/2016 9:00,17/04/2016 9:00,21,Data Preparation,configure connector move every comment jira,0.299332395,0.642368849,0.160115453,0.492506494,0.045604547,0.077693991,0.22761212,0.002088471,0.009542128,0.002981719,0.00611838,0.071124124,0.001911868,0.005601005,0.008735237,0.145944118,0.208365055,0.049817123,0.003257146,0.133602966,0.752634525,0.053612802,0.058294438,0.101096064,0.034362189,0.599987149
877,U0X6CUQ3D,16/04/2016 11:12,17/04/2016 9:00,17/04/2016 9:00,21,Data Preparation,way although captured jira slack export commentary instead,0.404407616,0.447525304,0.590302343,0.447371679,0.05367476,0.0182267,0.027861217,0.062243016,0.054074438,0.059206773,0.095144276,0.030505592,0.10417465,0.159240702,0.090503089,0.049021967,0.046630653,0.03206998,0.035375287,0.082046895,0.39047575,0.136280105,0.151918739,0.26122731,0.060098127,0.435830265
