rowid,user,ts,ts converted,new ts,,channel,text,agreeableness,conscientiousness,extraversion,openness,adventurer,advocate,architect,campaigner,commander,consul,debater,defender,entertainer,entrepreneur,executive,logician,logistician,mediator,protagonist,virtuoso,anger,fear,joy,sadness,surprise,final_sentiment
1839,U0X6CUQ3D,30/04/2016 3:20,1/05/2016 1:08,1/05/2016 1:08,21,Data Preparation,look text also conjunction second source,0.402937658,0.500783101,0.604620064,0.495168895,0.027375077,0.026736499,0.047229371,0.064520041,0.110510277,0.062107817,0.113973072,0.026543352,0.064053941,0.113149717,0.109711938,0.048709284,0.04688818,0.027574277,0.062559756,0.048357403,0.114357173,0.148862273,0.217619598,0.121468917,0.397692025,0.523153841
1840,U0WFHMEM8,30/04/2016 3:20,1/05/2016 1:08,1/05/2016 1:08,21,Data Preparation,change name anonymous name code generated slack,0.347637968,0.528141565,0.478254529,0.396681359,0.057056086,0.022852791,0.047773828,0.03088655,0.052369498,0.050728095,0.064568426,0.046276466,0.062544676,0.130749834,0.106047243,0.058902243,0.096741092,0.02817611,0.025051147,0.119275921,0.431316048,0.04411798,0.08732561,0.369807869,0.067432456,0.475678205
1841,U0X6CUQ3D,30/04/2016 3:20,1/05/2016 1:08,1/05/2016 1:08,21,Data Preparation,awesome great stuff,0.535498817,0.492247084,0.59226057,0.291364649,0.092450679,0.014117063,0.01045338,0.035792095,0.020242528,0.136736154,0.026503272,0.070611486,0.179026826,0.132565494,0.101250172,0.013686471,0.052286279,0.018483283,0.027337095,0.068457728,0.070971921,0.096310169,0.617752552,0.051399171,0.163566202,0.991108477
1842,U0WFHMEM8,30/04/2016 3:20,1/05/2016 1:08,1/05/2016 1:08,21,Data Preparation,actually u,0.598523159,0.352009422,0.796360818,0.292616377,0.032583481,0.001053859,0.000516292,0.045248022,0.006839911,0.133195964,0.022167271,0.010053926,0.431670991,0.211478146,0.065253481,0.001673235,0.004925477,0.003415421,0.013961684,0.015962838,0.150682583,0.168867558,0.15971601,0.13329646,0.387437433,0.500862718
1843,U0WFHMEM8,30/04/2016 3:21,1/05/2016 1:09,1/05/2016 1:09,21,Data Preparation,last minute night got name separate table exported csv,0.153306003,0.566437143,0.341489743,0.429737292,0.019052816,0.008380388,0.093490673,0.006242587,0.05195072,0.007897785,0.069641599,0.014212877,0.010587233,0.118109978,0.088106804,0.125327231,0.158557264,0.011234178,0.004656798,0.212551073,0.214522094,0.119627044,0.21157071,0.386116922,0.068163231,0.410990059
1844,U0WFHMEM8,30/04/2016 3:21,1/05/2016 1:09,1/05/2016 1:09,21,Data Preparation,using r,0.432672566,0.609859967,0.323679528,0.340084679,0.09587956,0.051730016,0.066587829,0.014841774,0.025759807,0.050012472,0.019104604,0.129279774,0.037091447,0.047744794,0.06437698,0.04938446,0.166411306,0.038365252,0.020011993,0.123417936,0.196222991,0.216820821,0.212660447,0.161115065,0.213180631,0.45116961
1845,U0WFHMEM8,30/04/2016 3:22,1/05/2016 1:10,1/05/2016 1:10,21,Data Preparation,refining bit soon share,0.551927382,0.439402105,0.532173367,0.63594197,0.045712946,0.088012741,0.070750172,0.102567976,0.072299733,0.040962962,0.082450585,0.040085026,0.046714145,0.037551765,0.032928605,0.080683466,0.032222863,0.100369693,0.089940384,0.036746939,0.022538565,0.371023417,0.528671622,0.036493462,0.041272864,0.849804819
1846,U0X6CUQ3D,30/04/2016 3:22,1/05/2016 1:10,1/05/2016 1:10,21,Data Preparation,okay great,0.666512788,0.34841144,0.78375356,0.514928887,0.032040165,0.014989081,0.005998863,0.190016214,0.040440713,0.11486264,0.076047442,0.017038405,0.215995447,0.086444735,0.045969814,0.011280666,0.006819034,0.028186477,0.101047333,0.012822972,0.168450132,0.234250724,0.263000309,0.13231796,0.201980859,0.833139837
1847,U0X6CUQ3D,30/04/2016 3:22,1/05/2016 1:10,1/05/2016 1:10,21,Data Preparation,keep mind data cleaning technique text,0.43375957,0.487671907,0.672830507,0.502350323,0.01878297,0.020264359,0.031435755,0.081455801,0.126340854,0.07547706,0.126360992,0.018779977,0.075489091,0.117104936,0.117086269,0.031440765,0.029133057,0.02026759,0.081442819,0.029137701,0.735561848,0.135917395,0.034881379,0.060088445,0.033550974,0.84341985
1848,U0X6CUQ3D,30/04/2016 3:22,1/05/2016 1:10,1/05/2016 1:10,21,Data Preparation,distinct process happens need aware,0.447353839,0.40934952,0.558966585,0.772625762,0.011828888,0.068891641,0.102437462,0.111161009,0.127376005,0.011334845,0.165289307,0.009115632,0.014708647,0.021870817,0.016854189,0.13292784,0.013554361,0.089397149,0.085663407,0.0175888,0.115345627,0.738173366,0.045668431,0.065808222,0.035004333,0.568695784
1849,U0X6CUQ3D,30/04/2016 3:22,1/05/2016 1:10,1/05/2016 1:10,21,Data Preparation,otherwise quality modelling good,0.270161459,0.482071462,0.617379832,0.399235087,0.023152915,0.006137526,0.021791673,0.033012391,0.068047841,0.041972959,0.117212576,0.01344144,0.072298526,0.256700472,0.149027616,0.037536212,0.047724682,0.010571904,0.019165366,0.082205883,0.051635258,0.096084349,0.174094439,0.060761586,0.617424369,0.740550101
1850,U0WFHMEM8,30/04/2016 3:22,1/05/2016 1:10,1/05/2016 1:10,21,Data Preparation,know,0.50181374,0.409081014,0.621977254,0.462089879,0.070311126,0.022223827,0.020232469,0.089044486,0.041352965,0.073308008,0.081065685,0.035866884,0.143708291,0.130831358,0.066739269,0.039662427,0.032653044,0.043566158,0.045423085,0.064010921,0.187446028,0.228348434,0.206820145,0.159244493,0.21814087,0.473256022
1851,U0X6CUQ3D,30/04/2016 3:23,1/05/2016 1:11,1/05/2016 1:11,21,Data Preparation,also rely tool u,0.535833274,0.37661847,0.767193493,0.538239335,0.019100119,0.011320952,0.009721257,0.156707846,0.075594886,0.083438844,0.134564408,0.010729964,0.148527226,0.127539742,0.071648605,0.017304546,0.009213778,0.02015212,0.088034509,0.016401197,0.245923802,0.071080633,0.090026319,0.15630573,0.436663568,0.915537596
1852,U0WFHMEM8,30/04/2016 3:23,1/05/2016 1:11,1/05/2016 1:11,21,Data Preparation,missing data,0.248546822,0.453293111,0.230023352,0.572331334,0.077288974,0.02866427,0.094113876,0.007782385,0.009412769,0.002847562,0.025552036,0.028471441,0.007730032,0.025380143,0.009349449,0.255482852,0.093480757,0.077812431,0.002866848,0.253764177,0.192581132,0.200435609,0.147104293,0.295808852,0.16407007,0.027666653
1853,U0X6CUQ3D,30/04/2016 3:23,1/05/2016 1:11,1/05/2016 1:11,21,Data Preparation,missing data,0.248546822,0.453293111,0.230023352,0.572331334,0.077288974,0.02866427,0.094113876,0.007782385,0.009412769,0.002847562,0.025552036,0.028471441,0.007730032,0.025380143,0.009349449,0.255482852,0.093480757,0.077812431,0.002866848,0.253764177,0.192581132,0.200435609,0.147104293,0.295808852,0.16407007,0.027666653
1854,U0X6CUQ3D,30/04/2016 3:23,1/05/2016 1:11,1/05/2016 1:11,21,Data Preparation,stopwords removal,0.545460234,0.611431475,0.756074062,0.112179942,0.001758367,4.77E-06,3.88E-06,0.000297505,0.000432392,0.349917791,0.00024197,0.003142145,0.195816529,0.15926358,0.284598857,2.17E-06,0.002555602,2.67E-06,0.000531631,0.001430134,0.186855525,0.238252982,0.205561399,0.155997366,0.213332728,0.640018225
1855,U0WFHMEM8,30/04/2016 3:23,1/05/2016 1:11,1/05/2016 1:11,21,Data Preparation,key concept,0.379370346,0.439388002,0.665248251,0.609565445,0.014512588,0.02012438,0.042526168,0.092388275,0.146207915,0.037366275,0.195231818,0.010868389,0.049895286,0.105437052,0.078961156,0.056785305,0.022966716,0.026872138,0.069189014,0.030667517,0.182126269,0.212734669,0.217570752,0.144248366,0.243319944,0.599023402
1856,U0X6CUQ3D,30/04/2016 3:23,1/05/2016 1:11,1/05/2016 1:11,21,Data Preparation,stemming,0.659497875,0.460529596,0.688927835,0.425492575,0.049398284,0.032554078,0.014097452,0.105199153,0.04587748,0.161891054,0.045556199,0.049746661,0.160757328,0.069615512,0.070106469,0.013998728,0.021542652,0.032326101,0.10594106,0.021391789,0.18922165,0.229365647,0.21915032,0.167766362,0.194496065,0.31655848
1857,U0X6CUQ3D,30/04/2016 3:23,1/05/2016 1:11,1/05/2016 1:11,21,Data Preparation,tf idf,0.383556688,0.395407338,0.684462096,0.342087189,0.047461745,0.002919465,0.004479911,0.04168044,0.019285902,0.061610659,0.06395852,0.014311503,0.204321611,0.313530949,0.094541393,0.014856886,0.021960962,0.009681924,0.012568222,0.072829916,0.222721085,0.225937158,0.172118396,0.173140645,0.206082702,0.455512464
1858,U0X6CUQ3D,30/04/2016 3:23,1/05/2016 1:11,1/05/2016 1:11,21,Data Preparation,series technique within thing mentioned,0.484570455,0.520671292,0.408963739,0.478144503,0.084519446,0.072715969,0.074833095,0.041176771,0.042435921,0.04799699,0.042375633,0.084639692,0.047928802,0.049324249,0.049394425,0.074726782,0.087103978,0.072612663,0.041235353,0.086980231,0.21408242,0.410236001,0.255611002,0.071146883,0.048923742,0.792354107
1859,U0X6CUQ3D,30/04/2016 3:23,1/05/2016 1:12,1/05/2016 1:12,21,Data Preparation,need argue one using,0.393794096,0.468642759,0.51832281,0.393784485,0.080966692,0.018154281,0.027522239,0.040827167,0.034359117,0.056111603,0.061894768,0.044946351,0.101079859,0.153239006,0.085066266,0.049578766,0.068139531,0.032703257,0.022664038,0.122747059,0.664724112,0.079950407,0.031283572,0.162720889,0.061321013,0.491583347
1860,U0WFHMEM8,30/04/2016 3:23,1/05/2016 1:12,1/05/2016 1:12,21,Data Preparation,classify main category,0.206791266,0.729437986,0.388115886,0.205429042,0.016748541,0.006487705,0.044856901,0.002994791,0.045317036,0.037031053,0.020706403,0.036655051,0.016920345,0.116989628,0.256037861,0.020496156,0.253438135,0.002964383,0.006554255,0.115801751,0.199772015,0.20459643,0.173253149,0.227774233,0.194604129,0.592556119
1861,U0WFHMEM8,30/04/2016 3:24,1/05/2016 1:12,1/05/2016 1:12,21,Data Preparation,need read stats technique,0.454439612,0.436355001,0.692052176,0.575506146,0.018362496,0.022207807,0.030819363,0.112806268,0.124506106,0.058998116,0.15654933,0.014603977,0.074182029,0.10294771,0.081875905,0.038751116,0.020266984,0.027923268,0.089716571,0.02548295,0.297733903,0.457033366,0.039348826,0.172222868,0.033660993,0.324980855
1862,U0X6CUQ3D,30/04/2016 3:24,1/05/2016 1:12,1/05/2016 1:12,21,Data Preparation,yes,0.551929105,0.421501473,0.796205137,0.387168383,0.009413596,0.002746703,0.002093685,0.100771927,0.050633647,0.150066334,0.076813806,0.006205196,0.227658228,0.173533399,0.11438866,0.003176227,0.004729935,0.004166887,0.066426212,0.007175551,0.182993263,0.207596138,0.240118504,0.154728055,0.214564055,0.730940163
1863,U0X6CUQ3D,30/04/2016 3:24,1/05/2016 1:12,1/05/2016 1:12,21,Data Preparation,stopwords example,0.445526472,0.456776865,0.487886748,0.770826305,0.009859295,0.099151292,0.152213609,0.079969434,0.126788568,0.008481515,0.12276629,0.010182322,0.008212445,0.012607459,0.013020527,0.147384739,0.015631546,0.096005787,0.082589529,0.015135646,0.184385747,0.231412739,0.22315079,0.158967614,0.202083126,0.352262735
1864,U0WFHMEM8,30/04/2016 3:24,1/05/2016 1:12,1/05/2016 1:12,21,Data Preparation,something new,0.391953896,0.523633924,0.427066323,0.407907249,0.081537141,0.033920593,0.053706448,0.030915633,0.039420396,0.048198095,0.048948697,0.065665208,0.059848053,0.094757375,0.076312006,0.06668783,0.103967671,0.042119537,0.024897629,0.12909769,0.189986363,0.235300541,0.207769543,0.140069842,0.226873696,0.523331761
1865,U0X6CUQ3D,30/04/2016 3:24,1/05/2016 1:12,1/05/2016 1:12,21,Data Preparation,going use classic method,0.424239506,0.484251733,0.511997773,0.495029521,0.056302246,0.039825194,0.05730322,0.057751291,0.065703353,0.051043322,0.083096519,0.044517465,0.064555645,0.09288709,0.073444635,0.07247268,0.064054781,0.050367824,0.045663206,0.081011533,0.211761847,0.186991379,0.298671603,0.145264566,0.15731065,0.980139136
1866,U0X6CUQ3D,30/04/2016 3:24,1/05/2016 1:12,1/05/2016 1:12,21,Data Preparation,zipf law,0.425894136,0.343932579,0.751909702,0.678774265,0.010628647,0.011436989,0.018166338,0.162425566,0.11614101,0.030589454,0.257994285,0.004784687,0.067951056,0.107932418,0.048587821,0.040354491,0.007599923,0.025405993,0.073118942,0.016882381,0.177043259,0.243301183,0.215293646,0.150704771,0.213657126,0.553161561
1867,U0X6CUQ3D,30/04/2016 3:24,1/05/2016 1:12,1/05/2016 1:12,21,Data Preparation,mutual information method,0.478629732,0.492074098,0.486128466,0.657139946,0.027308117,0.09670006,0.119964673,0.071711821,0.104708231,0.028053215,0.088964632,0.03214069,0.023835222,0.029569626,0.034802407,0.101927164,0.039873267,0.082160544,0.084402282,0.033878049,0.399356276,0.190459043,0.158626527,0.155847207,0.095710903,0.270504177
1868,U0X6CUQ3D,30/04/2016 3:24,1/05/2016 1:12,1/05/2016 1:12,21,Data Preparation,term based random sampling tbrs,0.303801473,0.540159194,0.562836839,0.473907079,0.019332061,0.018829724,0.061627799,0.036971902,0.127165149,0.041921152,0.121005329,0.020316166,0.039890511,0.130557641,0.137203723,0.058642577,0.066492775,0.017917621,0.038853971,0.063271896,0.064362079,0.237841785,0.355503678,0.075951383,0.266341031,0.611492872
1869,U0WFHMEM8,30/04/2016 3:24,1/05/2016 1:13,1/05/2016 1:13,21,Data Preparation,apply model data set,0.422046296,0.382963602,0.50762352,0.798083119,0.01420995,0.067935671,0.109094613,0.099645231,0.094022764,0.007196036,0.160015465,0.00834956,0.01224679,0.019666528,0.011555767,0.185665944,0.013408156,0.115618361,0.058550091,0.022819073,0.108374499,0.477366656,0.317337394,0.055499844,0.041421615,0.682503641
1870,U0X6CUQ3D,30/04/2016 3:25,1/05/2016 1:13,1/05/2016 1:13,21,Data Preparation,yes clean data properly modelling work,0.267458049,0.489575879,0.460573312,0.56514583,0.027138815,0.02461033,0.094834843,0.033454774,0.089401687,0.017742131,0.128916527,0.018820363,0.025584013,0.09858689,0.068368539,0.136751096,0.072523457,0.035487901,0.023200386,0.104578253,0.270882607,0.042417035,0.253885299,0.054258123,0.378556907,0.796331644
1871,U0X6CUQ3D,30/04/2016 3:25,1/05/2016 1:13,1/05/2016 1:13,21,Data Preparation,dam group came crap outcome,0.36393495,0.569171605,0.525727096,0.317321353,0.046974406,0.016041127,0.031576661,0.024771099,0.051602273,0.081237428,0.048761449,0.049711118,0.076765119,0.151110714,0.159914374,0.029838293,0.097855415,0.015158026,0.026214254,0.092468248,0.216956258,0.203347266,0.055011049,0.411546707,0.113138743,0.025798505
1872,U0X6CUQ3D,30/04/2016 3:25,1/05/2016 1:13,1/05/2016 1:13,21,Data Preparation,bother research cleaning properly,0.475654811,0.575341898,0.45343356,0.247415353,0.109402001,0.017720128,0.017648046,0.015172178,0.016220496,0.107939205,0.01511046,0.117438826,0.100552478,0.100143447,0.107500121,0.016440317,0.116961105,0.016507467,0.016286748,0.108956972,0.668691635,0.085693777,0.053605191,0.126776934,0.065232456,0.422307432
1873,U0X6CUQ3D,30/04/2016 3:25,1/05/2016 1:13,1/05/2016 1:13,21,Data Preparation,plus easier assignment,0.583857899,0.451296262,0.564637666,0.350929812,0.127032418,0.024220781,0.013454402,0.052752925,0.018581147,0.111242921,0.029303724,0.080549764,0.175437598,0.097453836,0.061794333,0.021218501,0.044744591,0.038197807,0.03345001,0.070565241,0.197676182,0.253358245,0.284693003,0.136489034,0.127783537,0.777717173
1874,U0X6CUQ3D,30/04/2016 3:25,1/05/2016 1:13,1/05/2016 1:13,21,Data Preparation,going wealth information draw,0.400834322,0.469870861,0.391043601,0.686679575,0.033697296,0.085882295,0.147977796,0.047903623,0.068559682,0.012968054,0.082539395,0.027989978,0.015612314,0.026900491,0.022344351,0.17815132,0.04822758,0.103394188,0.039790177,0.058061462,0.116520576,0.374572903,0.361938149,0.07948859,0.067479782,0.9453578
1875,U0WFHMEM8,30/04/2016 3:25,1/05/2016 1:14,1/05/2016 1:14,21,Data Preparation,apply tail removal,0.516122334,0.616210993,0.700752616,0.123782842,0.017673748,0.000339386,0.000313374,0.001956036,0.003065911,0.293521642,0.001806115,0.030001491,0.172912328,0.159659367,0.271024525,0.000184607,0.02770201,0.000199931,0.003320405,0.016319134,0.171195954,0.462997615,0.187307417,0.11757119,0.060927857,0.734725177
1876,U0X6CUQ3D,30/04/2016 3:25,1/05/2016 1:14,1/05/2016 1:14,21,Data Preparation,yes stuff,0.597997237,0.406980735,0.753077313,0.253556455,0.050015022,0.001690689,0.000850618,0.027421072,0.006363709,0.172596101,0.013796069,0.023070414,0.374176101,0.188255205,0.08683642,0.00184408,0.01160717,0.003665294,0.01264851,0.025163521,0.194738895,0.19702065,0.273467183,0.138803482,0.195969805,0.708230972
1877,U0X6CUQ3D,30/04/2016 3:25,1/05/2016 1:14,1/05/2016 1:14,21,Data Preparation,awesome,0.613140932,0.516534203,0.589079691,0.243774015,0.107298601,0.01344358,0.006532562,0.025803077,0.011987102,0.188234315,0.012538342,0.102581287,0.196890478,0.095673866,0.091467626,0.006832969,0.049846739,0.014061798,0.024668662,0.052138996,0.16877234,0.193515003,0.256926328,0.147623643,0.233162642,0.969508052
1878,U0WFHMEM8,30/04/2016 3:26,1/05/2016 1:14,1/05/2016 1:14,21,Data Preparation,first come relevant,0.342690518,0.439106303,0.475935412,0.576469497,0.048458699,0.031911558,0.069650494,0.053534382,0.062013804,0.022898936,0.116844693,0.025718826,0.043145542,0.094169902,0.049979452,0.131233532,0.056134173,0.060126874,0.028412678,0.105766455,0.097135916,0.416339129,0.181414515,0.114711136,0.190399274,0.819757223
1879,U0X6CUQ3D,30/04/2016 3:26,1/05/2016 1:14,1/05/2016 1:14,21,Data Preparation,yes yes awesome,0.652131411,0.42905803,0.793428662,0.34516933,0.019003117,0.00488956,0.00210375,0.094507323,0.030775822,0.210407013,0.0406621,0.014382842,0.277997152,0.119609228,0.090528347,0.002779549,0.006188267,0.006460259,0.071529522,0.008176156,0.03290841,0.068405941,0.590536118,0.029403627,0.27874583,0.942944527
1880,U0X6CUQ3D,30/04/2016 3:26,1/05/2016 1:15,1/05/2016 1:15,21,Data Preparation,going fill data mining goal last document well,0.327558221,0.526463877,0.293629751,0.541808567,0.061231437,0.057068683,0.132838783,0.018329416,0.034698802,0.01300777,0.042665385,0.049798156,0.015994256,0.037229832,0.030278189,0.163337564,0.115915177,0.070171221,0.014906904,0.142528425,0.148390472,0.276170254,0.306170434,0.166125819,0.103143029,0.955357492
1881,U0X6CUQ3D,30/04/2016 3:27,1/05/2016 1:15,1/05/2016 1:15,21,Data Preparation,need basic description stats,0.364102212,0.449961817,0.464536039,0.729678221,0.017545245,0.062257956,0.140243443,0.06173176,0.109103638,0.010709248,0.139058124,0.013765827,0.01364948,0.030747075,0.024123851,0.178747386,0.031009161,0.079350925,0.048434132,0.039522749,0.269475549,0.421392083,0.042571545,0.226838678,0.039722145,0.100434646
1882,U0WFHMEM8,30/04/2016 3:28,1/05/2016 1:16,1/05/2016 1:16,21,Data Preparation,think stage scope target,0.419583565,0.481361822,0.569629493,0.509063351,0.039294062,0.033449978,0.051740221,0.067656883,0.087810751,0.055956378,0.104651252,0.032970853,0.066687792,0.103152267,0.086552978,0.061663052,0.050999114,0.039865074,0.056769524,0.060779814,0.093233287,0.566920877,0.113672838,0.100400552,0.125772372,0.494408578
1883,U0X6CUQ3D,30/04/2016 3:29,1/05/2016 1:17,1/05/2016 1:17,21,Data Preparation,yeh good one focused around,0.336353717,0.651527318,0.348940423,0.471737273,0.025625163,0.064189048,0.173788164,0.015961579,0.093982541,0.030137392,0.043215061,0.055728671,0.013857779,0.03751914,0.081595257,0.07991129,0.150882179,0.029515414,0.034712662,0.069378658,0.029072929,0.039607935,0.29155305,0.045735177,0.594030976,0.878209054
1884,U0X6CUQ3D,30/04/2016 3:29,1/05/2016 1:17,1/05/2016 1:17,21,Data Preparation,help inform data mining goal,0.32621716,0.522828003,0.19337851,0.618379876,0.058252797,0.083213709,0.192844792,0.003445318,0.006429996,0.001564184,0.007984401,0.046912131,0.001942315,0.004501245,0.003624941,0.239463617,0.108717184,0.103330017,0.002774583,0.134998772,0.303265125,0.434121192,0.087541945,0.099845871,0.07522586,0.806800008
1885,U0WFHMEM8,30/04/2016 3:29,1/05/2016 1:17,1/05/2016 1:17,21,Data Preparation,everybody got great idea need shortlisted,0.510368899,0.453969285,0.483230505,0.46230507,0.108395687,0.045671572,0.038782672,0.05924029,0.032362214,0.05818912,0.050304744,0.069733472,0.090450818,0.076807613,0.049412124,0.060284886,0.059215181,0.070993187,0.038110659,0.092045756,0.061206881,0.103978209,0.475913495,0.077632174,0.281269193,0.903247535
1886,U0X6CUQ3D,30/04/2016 3:29,1/05/2016 1:17,1/05/2016 1:17,21,Data Preparation,got nothing moment,0.459272891,0.547181558,0.376272756,0.303373097,0.14391779,0.027469774,0.028293054,0.016632374,0.01450306,0.062456112,0.017130852,0.121841474,0.073772463,0.075983452,0.064327948,0.03341944,0.12549311,0.032446991,0.014081045,0.148231062,0.095289528,0.247592658,0.284381151,0.186791644,0.185945004,0.093012057
1887,U0WFHMEM8,30/04/2016 3:32,1/05/2016 1:20,1/05/2016 1:20,21,Data Preparation,think key task focus go cleaning,0.451559964,0.449633201,0.692341364,0.43344684,0.029229049,0.012133215,0.015484655,0.080626293,0.0705199,0.09122927,0.102896908,0.020031988,0.133114339,0.169883216,0.116428643,0.02259395,0.025565228,0.017703802,0.055256841,0.037302704,0.144284725,0.665069699,0.11233484,0.060191695,0.018119067,0.340890646
1888,U0X6CUQ3D,30/04/2016 3:32,1/05/2016 1:21,1/05/2016 1:21,21,Data Preparation,yes need make sure document updated well,0.524550599,0.29542096,0.677153239,0.572311692,0.070124657,0.014748704,0.011470372,0.156109956,0.027377307,0.037741609,0.121409945,0.015812743,0.167372444,0.130169014,0.02935243,0.050867577,0.012297897,0.06540597,0.035201977,0.054537397,0.126767874,0.705841541,0.107265636,0.039538238,0.020586666,0.835791588
1889,U0X6CUQ3D,30/04/2016 3:33,1/05/2016 1:21,1/05/2016 1:21,21,Data Preparation,way everyone keeping happening,0.472979968,0.497406532,0.505623092,0.439261817,0.07504369,0.041634022,0.045347992,0.053088313,0.049241744,0.069392791,0.057824065,0.06390561,0.081487228,0.088756312,0.075582981,0.053251673,0.069606322,0.048890396,0.045208878,0.081737976,0.237219885,0.274984717,0.171770066,0.208097905,0.107927427,0.816204548
1890,U0X6CUQ3D,30/04/2016 3:33,1/05/2016 1:21,1/05/2016 1:21,21,Data Preparation,rather read mountain slack comment get picture,0.514112521,0.467009839,0.646473022,0.463497692,0.04127429,0.028209621,0.026808396,0.088361666,0.072933418,0.097526905,0.083972576,0.035848311,0.112288518,0.106710938,0.092682563,0.030866099,0.034067659,0.032479412,0.076745511,0.039224119,0.568389297,0.114941925,0.036210738,0.263776898,0.016681207,0.125141665
1891,U0WDYEG6S,30/04/2016 4:08,1/05/2016 1:56,1/05/2016 1:56,21,Data Preparation,guy read today,0.511150744,0.489171979,0.580026885,0.465726974,0.053156501,0.041811804,0.039929879,0.073872889,0.067816042,0.086783887,0.070547914,0.051098088,0.090279851,0.086216407,0.0828778,0.041538397,0.048798193,0.043496132,0.071012263,0.050763958,0.134535313,0.184579298,0.186784714,0.128853738,0.365246832,0.813935101
1892,U0WDYEG6S,30/04/2016 4:08,1/05/2016 1:56,1/05/2016 1:56,21,Data Preparation,different issue text data cleaning,0.384320036,0.503539965,0.588329092,0.479561152,0.030060783,0.024846683,0.047574506,0.05748897,0.101388915,0.05900877,0.110075429,0.02768856,0.064064357,0.122665471,0.112985425,0.05165046,0.053015911,0.026975427,0.052952274,0.057558059,0.714979649,0.086056098,0.036703661,0.101819232,0.060441408,0.230569765
1893,U0WDYEG6S,30/04/2016 4:08,1/05/2016 1:57,1/05/2016 1:57,21,Data Preparation,large number small document v small number large document,0.374213557,0.495805781,0.521525104,0.479384158,0.045455815,0.029677643,0.056428718,0.049506204,0.074444548,0.04742689,0.094130509,0.035949424,0.059968358,0.114023125,0.090176925,0.071350611,0.068353808,0.037525537,0.039152736,0.086429147,0.284008384,0.222139612,0.278663665,0.158363223,0.056825042,0.209586442
1894,U0WDYEG6S,30/04/2016 4:09,1/05/2016 1:57,1/05/2016 1:57,21,Data Preparation,excluding certain character short word number etc,0.50419331,0.457100346,0.568763566,0.452441722,0.072998577,0.034169112,0.031611982,0.072643428,0.047668358,0.078074403,0.067206979,0.051776205,0.110076055,0.101838243,0.072231516,0.04456931,0.047901406,0.048174573,0.051524305,0.06753555,0.507928252,0.10548456,0.064693771,0.305344462,0.016548943,0.255101472
1895,U0WDYEG6S,30/04/2016 4:09,1/05/2016 1:57,1/05/2016 1:57,21,Data Preparation,include list exclude list stop word,0.279991366,0.614833389,0.244517644,0.422655332,0.054653605,0.042156386,0.133038141,0.007943364,0.029501891,0.014263466,0.02506786,0.064320794,0.012119717,0.038247697,0.045012988,0.113042977,0.202985118,0.035820429,0.009348395,0.172477169,0.139155895,0.064955361,0.042665351,0.060918495,0.692304909,0.074510142
1896,U0WDYEG6S,30/04/2016 4:09,1/05/2016 1:57,1/05/2016 1:57,21,Data Preparation,synonym phrase,0.475053467,0.326941341,0.58818214,0.721070671,0.039556368,0.04020933,0.04475153,0.144897035,0.058984725,0.019069842,0.16126516,0.01446823,0.052137245,0.058026869,0.021224042,0.122351382,0.016102617,0.109932936,0.052997881,0.044024807,0.207520574,0.229827404,0.197965711,0.187331706,0.177354634,0.722741008
1897,U0WDYEG6S,30/04/2016 4:09,1/05/2016 1:57,1/05/2016 1:57,21,Data Preparation,stemming algorithm,0.273012427,0.540807585,0.4828954,0.507873383,0.022263066,0.023570004,0.093233629,0.028910742,0.111921872,0.026155928,0.114359481,0.021788521,0.026725593,0.105715891,0.103462517,0.095264216,0.086186787,0.024083348,0.028294501,0.088063897,0.181389481,0.248771772,0.201954514,0.168599784,0.199284434,0.420270175
1898,U0WDYEG6S,30/04/2016 4:09,1/05/2016 1:57,1/05/2016 1:57,21,Deployment,yep thats true,0.621436052,0.359129392,0.755048037,0.469547162,0.04328773,0.013307846,0.006617343,0.148769617,0.035428999,0.110996382,0.073975877,0.020731636,0.231760842,0.115243367,0.055193089,0.013817036,0.010308832,0.02778683,0.071249695,0.021524878,0.170773,0.161953628,0.173231289,0.269071996,0.224970102,0.730544746
1899,U0X6CUQ3D,30/04/2016 4:21,1/05/2016 2:09,1/05/2016 2:09,21,Data Preparation,awesome stuff,0.538397263,0.488061043,0.576769494,0.21523502,0.128081757,0.002805105,0.001885768,0.007774006,0.003319259,0.143184898,0.005226176,0.081347533,0.225444739,0.151558119,0.096257888,0.002969143,0.054686923,0.004416641,0.004937442,0.086104605,0.170841157,0.184742451,0.301983058,0.128919423,0.213513911,0.994235396
1900,U0X6CUQ3D,30/04/2016 4:21,1/05/2016 2:10,1/05/2016 2:10,21,Data Preparation,Happy share,0.79658857,0.39892442,0.604541192,0.614579272,0.068457165,0.126073599,0.019172465,0.159948394,0.023316141,0.079803256,0.024323927,0.065620856,0.083252566,0.012660517,0.012135968,0.02000115,0.009979199,0.131522836,0.153321433,0.010410527,0.145893604,0.173344314,0.326044589,0.143227175,0.211490288,0.965595961
1901,U0X6CUQ3D,30/04/2016 4:22,1/05/2016 2:10,1/05/2016 2:10,21,Data Preparation,okay doc found,0.518526402,0.388221083,0.585516861,0.606927776,0.056227602,0.046780745,0.04171289,0.120097765,0.059041032,0.04387823,0.107087324,0.031000267,0.079585368,0.070963719,0.039124809,0.075657921,0.027641944,0.084849886,0.066214148,0.050136349,0.131973803,0.36368534,0.173105568,0.126374245,0.204861045,0.552462339
